ASIN,MARKETPLACE,BRAND_NAME,correlation_coeff
B00BBL0OPS,DE,H&S,-0.22843599992371638
B00BBL0OPS,ES,H&S,-0.13865747690480554
B00BBL0OPS,FR,H&S,-0.08514368271094437
B00BBL0OPS,IT,H&S,0.07312724241271308
B00BBL0OPS,UK,H&S,-0.3459667000848451
B00BVG3JMS,DE,H&S,0.0
B00BVG3JMS,ES,H&S,0.0
B00BVG3JMS,FR,H&S,-0.08883916152643677
B00BVG3JMS,IT,H&S,0.0
B00BVG3JMS,UK,H&S,-0.08789897064655908
B00BVG3JMS,US,H&S,-0.4613110437145771
B00BVTF9GE,US,H&S,-0.46504900686844286
B00BVUIVYU,DE,H&S,-0.3091474078133512
B00BVUIVYU,ES,H&S,-0.08043547131019563
B00BVUIVYU,FR,H&S,-0.06664487782521988
B00BVUIVYU,IT,H&S,0.111595996903873
B00BVUIVYU,UK,H&S,-0.1658482863892593
B00BVUIVYU,US,H&S,-0.24137926727177045
B00C01Z4BC,DE,H&S,-0.06749861997675075
B00C01Z4BC,ES,H&S,0.0
B00C01Z4BC,FR,H&S,0.0
B00C01Z4BC,IT,H&S,0.0
B00C01Z4BC,PL,H&S,-0.4305853491748064
B00C01Z4BC,UK,H&S,0.04536173101445817
B00C01Z4BC,US,H&S,-0.05672550832602386
B00C13AZEA,DE,H&S,0.2573448244240815
B00C13AZEA,ES,H&S,0.05150190126843879
B00C13AZEA,FR,H&S,0.04761904761904762
B00C13AZEA,IT,H&S,0.10288518929951111
B00C13AZEA,UK,H&S,0.13206596371448767
B00C13AZEA,US,H&S,-0.12393677156307971
B00C13AZEK,DE,H&S,0.0
B00C13AZEK,ES,H&S,0.06186552117263072
B00C13AZEK,FR,H&S,0.0
B00C13AZEK,IT,H&S,0.11418170935008126
B00C13AZEK,PL,H&S,0.9255457154108938
B00C13AZEK,UK,H&S,-0.23769112258390257
B00C13AZEK,US,H&S,-0.2615011167529317
B00C13AZFE,DE,H&S,0.0
B00C13AZFE,ES,H&S,-0.14882030423462095
B00C13AZFE,FR,H&S,0.0
B00C13AZFE,IT,H&S,0.0
B00C13AZFE,UK,H&S,-0.02426367627616889
B00C13AZFE,US,H&S,0.16601599117268234
B00C1S9C4Y,DE,H&S,-0.593493105295573
B00C1S9C4Y,ES,H&S,-0.13847976555620664
B00C1S9C4Y,FR,H&S,-0.4211810168760606
B00C1S9C4Y,IT,H&S,-0.1716703521118486
B00C1S9C4Y,UK,H&S,-0.022433856930855343
B00C1S9C4Y,US,H&S,-0.08744026624902643
B00DHPM6GG,UK,H&S,0.15760428699532433
B00DHPM6GG,US,H&S,-0.48021404942574203
B00FAZ6L4Y,DE,H&S,0.32719672639307595
B00FAZ6L4Y,ES,H&S,0.0
B00FAZ6L4Y,FR,H&S,-0.03551104121142175
B00FAZ6L4Y,IT,H&S,0.06764090781550947
B00FAZ6L4Y,UK,H&S,0.08755741989524266
B00FAZ6L4Y,US,H&S,0.28274885550029294
B00FHGCK32,DE,H&S,-0.030969207267646598
B00FHGCK32,ES,H&S,-0.09476656550036838
B00FHGCK32,FR,H&S,-0.17889480370167857
B00FHGCK32,IT,H&S,-0.20058008834350496
B00FHGCK32,UK,H&S,-0.16560697410133243
B00FHGCK32,US,H&S,0.3768426690835838
B00FHGGUT2,DE,H&S,-0.02269501034695027
B00FHGGUT2,ES,H&S,0.0
B00FHGGUT2,FR,H&S,-0.07815835540142967
B00FHGGUT2,IT,H&S,0.0
B00FHGGUT2,UK,H&S,0.06345491048776139
B00FHGGUT2,US,H&S,0.04631306731789421
B00K1Q9HIE,ES,H&S,0.0
B00K1Q9HIE,FR,H&S,0.0
B00K1Q9HIE,IT,H&S,0.0
B00K1Q9HIE,UK,H&S,-0.37259306337086223
B00K1Q9HIE,US,H&S,-0.177306946562708
B00MVG3X6Y,UK,H&S,0.013599337420365575
B00MVG3X6Y,US,H&S,-0.06938418664258454
B00NBCCR0A,DE,H&S,0.0
B00NBCCR0A,IT,H&S,-0.161198024448813
B00NBCCR0A,UK,H&S,0.07195661908793906
B00NBCCR0A,US,H&S,-0.16569976828772706
B00TY0BZ56,DE,H&S,-0.33763986288264136
B00TY0BZ56,ES,H&S,-0.3022524567288879
B00TY0BZ56,FR,H&S,-0.046831192469250105
B00TY0BZ56,IT,H&S,-0.0859757345015262
B00TY0BZ56,UK,H&S,-0.27316981222298947
B00TY0BZ56,US,H&S,0.13679447302106185
B00TY1HA18,DE,H&S,0.2706010152101018
B00TY1HA18,ES,H&S,0.0
B00TY1HA18,FR,H&S,0.0
B00TY1HA18,IT,H&S,0.0
B00TY1HA18,UK,H&S,0.06222635096453479
B00TY1HA18,US,H&S,0.25984733146931777
B00TY2O8QC,DE,H&S,-0.19335623991638207
B00TY2O8QC,ES,H&S,-0.07565418780465208
B00TY2O8QC,FR,H&S,0.0
B00TY2O8QC,IT,H&S,0.0
B00TY2O8QC,UK,H&S,-0.2971161234158112
B00TY2O8QC,US,H&S,0.17594686798881565
B0144EOR7E,DE,Espring,-0.07951191739781147
B0144EOR7E,ES,Espring,-0.20664384536282226
B0144EOR7E,FR,Espring,-0.20620179821155235
B0144EOR7E,IT,Espring,-0.03361806178532256
B014TDD6OU,DE,Espring,-0.29663389678944807
B014TDD6OU,ES,Espring,0.0
B014TDD6OU,FR,Espring,-0.23368589375354723
B014TDD6OU,IT,Espring,0.11885376560913706
B014TDD6OU,UK,Espring,-0.3509752279492456
B014TDD6OU,US,Espring,-0.24017997936583285
B014TDD6P4,ES,Espring,-0.05976143046671968
B014TDD6P4,FR,Espring,-0.016700412134153568
B014TDD94W,DE,Espring,0.0
B014TDD94W,ES,Espring,-0.22432131608160694
B014TDD94W,IT,Espring,-0.15463905646043166
B015FX4ZZ2,DE,Espring,-0.05188246370766188
B015FX4ZZ2,ES,Espring,0.05101043376054712
B015FX4ZZ2,FR,Espring,-0.2632939548912319
B015FX4ZZ2,IT,Espring,-0.05583348735843241
B015H6NFPS,DE,Espring,0.0
B015H6NFPS,ES,Espring,0.0
B015H6NFPS,FR,Espring,0.0
B015H6NFPS,IT,Espring,0.0
B01648O8CM,DE,H&S,0.3230929543445862
B01648O8CM,ES,H&S,-0.04315050679129482
B01648O8CM,FR,H&S,-0.6810192836209512
B01648O8CM,IT,H&S,1.3877787807814457e-17
B01648O8CM,PL,H&S,0.1685791140931927
B01648O8CM,UK,H&S,-0.2963501514200688
B01648O8CM,US,H&S,-0.6631730647433095
B016AHAPJC,DE,H&S,-0.5549295122124355
B016AHAPJC,ES,H&S,-0.27019494888490425
B016AHAPJC,FR,H&S,0.0
B016AHAPJC,IT,H&S,-0.5696678623104885
B016AHAPJC,UK,H&S,-0.21837696244605045
B016AHAPJC,US,H&S,0.08801677163441121
B016CQV2E8,DE,H&S,-0.11948198592345292
B016CQV2E8,ES,H&S,-0.05661212869568846
B016CQV2E8,FR,H&S,0.07495836802343658
B016CQV2E8,IT,H&S,0.005417321581430504
B016CQV2E8,UK,H&S,-0.06646872046474434
B016CQV2E8,US,H&S,-0.6245325341870047
B016JQDRNU,DE,H&S,-0.14435820043220046
B016JQDRNU,ES,H&S,-0.20325467491128485
B016JQDRNU,FR,H&S,0.0
B016JQDRNU,IT,H&S,-0.2498911915971986
B016JQDRNU,UK,H&S,0.16007494766810054
B016JQDRNU,US,H&S,-0.2799207055929019
B016KSQ5F4,DE,H&S,0.19967836007551912
B016KSQ5F4,ES,H&S,0.0
B016KSQ5F4,FR,H&S,0.0
B016KSQ5F4,IT,H&S,0.0
B016KSQ5F4,UK,H&S,0.1081089952012083
B016KSQ5F4,US,H&S,0.03869986412366643
B016LHY28G,DE,H&S,-0.07804632348110187
B016LHY28G,ES,H&S,0.0
B016LHY28G,FR,H&S,-0.2044223545147182
B016LHY28G,IT,H&S,0.0
B016LHY28G,PL,H&S,0.44166763147220284
B016LHY28G,UK,H&S,-0.025634485382882266
B017DIQL0O,DE,Espring,-0.15934199355581782
B017DIQL0O,ES,Espring,0.0
B017DIQL0O,FR,Espring,0.0
B017DIQL0O,IT,Espring,0.0
B017DIQL0O,UK,Espring,-0.1497970847722339
B017GLNHEG,DE,H&S,0.3577293387955059
B017GLNHEG,ES,H&S,0.5491887505793828
B017GLNHEG,FR,H&S,0.20562001908683608
B017GLNHEG,IT,H&S,-0.07993113045067135
B017GLNHEG,UK,H&S,-0.19170364185183078
B017GLNHEG,US,H&S,-0.19480996035432874
B017GLWKXK,DE,H&S,-0.06031793794762581
B017GLWKXK,ES,H&S,-0.05431882460322896
B017GLWKXK,FR,H&S,-0.2114915724687614
B017GLWKXK,IT,H&S,-0.2149598166232851
B017GLWKXK,UK,H&S,0.18935330462132707
B017GLWKXK,US,H&S,-0.011254053879832214
B017L0A6K0,DE,Espring,-0.35620542454311777
B017L0A6K0,ES,Espring,-0.3388407284321616
B017L0A6K0,FR,Espring,-0.21891066866029663
B017L0A6K0,IT,Espring,-0.05157694618682085
B018ASUHVU,DE,Espring,0.0
B018ASUHVU,ES,Espring,-0.1890599584068137
B018ASUHVU,FR,Espring,-0.13004430449799445
B018ASUHVU,IT,Espring,-0.070152753936022
B018I2DWPQ,DE,Espring,0.0
B018I2DWPQ,ES,Espring,-0.10107973914385376
B018I2DWPQ,FR,Espring,-0.06892593496866485
B018I2DWPQ,IT,Espring,0.3210170525874726
B018I2NCBA,ES,Espring,-0.11401541448290149
B018I2NCBA,FR,Espring,-0.20735847172574234
B018OMJGCS,DE,H&S,-0.13549525660347048
B018OMJGCS,ES,H&S,0.0
B018OMJGCS,UK,H&S,-0.038443712204677793
B018OMJGCS,US,H&S,0.33432822024123926
B018ZBRFOY,DE,Espring,0.060485837890913385
B0193JCAKG,DE,Espring,-0.3795056037328332
B0193JCAKG,FR,Espring,0.05136553323547281
B0193JCAKG,IT,Espring,0.10466294312884014
B0193JCAKG,US,Espring,0.0032134857267603414
B01991A32K,DE,Espring,-0.1706770173970153
B01991A32K,ES,Espring,0.020236150705549363
B01991A32K,FR,Espring,0.0
B019DWX2Y6,DE,Espring,0.0
B019DWX2Y6,ES,Espring,0.05729033459661996
B019DWX2Y6,FR,Espring,-0.020262210756744517
B019DWX2Y6,IT,Espring,0.0064531685519955105
B019IYUZ1W,ES,Espring,-0.14348766908628047
B019IYUZ1W,FR,Espring,-0.5164962147901301
B019XSNG96,DE,Espring,-0.27841974630702265
B019XSNG96,ES,Espring,-0.1332572812314603
B019XSNG96,FR,Espring,0.0
B019XSNG96,IT,Espring,-0.06446028203688703
B019XSNG96,US,Espring,0.11843450470602154
B019XTF03U,DE,Espring,0.16272812284193724
B019XTF03U,ES,Espring,-0.13858210519690572
B019XTF03U,FR,Espring,0.05090145084444363
B019XTF03U,IT,Espring,-0.00523805434936115
B019XU7QLS,DE,Espring,-0.1656639865861404
B019Y5U1G4,DE,Espring,0.09598986451496186
B019Y5U1G4,ES,Espring,0.0
B019Y5U1G4,FR,Espring,0.0
B01AAJOVH8,IT,Espring,-0.5789132153924867
B01AM85KWW,ES,Espring,0.0
B01AM85KWW,FR,Espring,-0.3143730417143384
B01BH6XFG6,DE,Espring,-0.32979349126672014
B01BH6XFG6,ES,Espring,0.09027118740908288
B01BH6XFG6,FR,Espring,0.004837497434660665
B01BH6XFG6,IT,Espring,0.18281810603178267
B01BH6XFG6,UK,Espring,-0.15886013740121108
B01CGDQMDM,DE,Espring,0.1918125136739117
B01CGDQMDM,ES,Espring,-0.2574735883704004
B01CGDQMDM,FR,Espring,-0.3696556235413298
B01CGDQMDM,IT,Espring,-0.3012137163830779
B01CGDQMDM,UK,Espring,-0.45528876359331727
B01CGDQMDM,US,Espring,0.07614849485176586
B01DSCC1Y4,DE,Tritart,0.06974681253309692
B01DSCC1Y4,ES,Tritart,0.0
B01DSCC1Y4,PL,Tritart,0.3779644730092272
B01F7TT4I2,DE,Espring,0.05294787641549421
B01FWEBV6K,IT,Espring,0.0
B01G488QPC,DE,Espring,-0.23352694851318762
B01G488QPC,ES,Espring,-0.17256065006878213
B01G488QPC,FR,Espring,-0.1605300246300656
B01G488QPC,IT,Espring,-0.03347642147206471
B01G6UPTUI,DE,Espring,0.06297403039521263
B01G6UPTUI,ES,Espring,-0.03995195788227593
B01G6UPTUI,FR,Espring,-0.005370846653617702
B01G6UPTUI,IT,Espring,0.16415888221939334
B01G6UPTUI,US,Espring,-0.18680440967259174
B01G9KXXGM,UK,H&S,-0.16107189423187077
B01GK3YTG6,DE,Espring,-0.08608792603078497
B01GK3YTG6,ES,Espring,-0.36096315180508887
B01GK3YTG6,FR,Espring,-0.029221878695260987
B01GK3YTG6,IT,Espring,0.0
B01H2A42C2,DE,Espring,0.08449221651306407
B01H723G6S,DE,Espring,-0.17715226089380362
B01HBA2IM4,DE,Espring,-0.05942737090556903
B01HBA2IM4,ES,Espring,8.239936510889834e-18
B01HBA2IM4,FR,Espring,-0.332339067929137
B01HBA2IM4,IT,Espring,-0.06160673967699688
B01HBA2IM4,US,Espring,-0.123267095586911
B01HFIONTS,DE,Espring,-0.021833561243566064
B01HFIONTS,ES,Espring,0.6454972243679029
B01HFIONTS,FR,Espring,0.3475240234284579
B01HFIONTS,IT,Espring,-0.04770350090099677
B01HFIOUJG,DE,Espring,0.04423135581141485
B01HFIOUJG,ES,Espring,0.03966727167063127
B01HFIOUJG,FR,Espring,0.17503501050350118
B01HFIOUJG,US,Espring,0.17701018299677473
B01HFJEZ68,DE,Espring,0.0
B01HFJEZ68,ES,Espring,-0.16648776394757214
B01HMJ2LQW,DE,Espring,-0.26338467591899206
B01HMJ2LQW,ES,Espring,0.08160469092853165
B01HMJ2LQW,FR,Espring,-0.017510315277629876
B01HMJ2LQW,IT,Espring,-0.11199107119082882
B01HMJ2OF0,IT,Espring,-0.029606551597320993
B01HOA4J5K,DE,Espring,-0.3012375049102393
B01HOA4J5K,ES,Espring,0.0
B01HOA4J5K,FR,Espring,0.0
B01HOA4J5K,IT,Espring,-0.5242750325473381
B01HOA4J5K,UK,Espring,-0.5144798739088258
B01HOA4J5K,US,Espring,-0.4088844591573032
B01HS5ASGK,UK,H&S,-0.10651520466209431
B01HXOSRYG,DE,Espring,-0.578687440724904
B01HXOSRYG,ES,Espring,-0.4184952301294607
B01HXOSRYG,FR,Espring,-0.37055679699915106
B01HXOSRYG,IT,Espring,0.16789974999463447
B01HXOSRYG,UK,Espring,-0.13985511622597563
B01HXOSRYG,US,Espring,-0.00396693062727696
B01HXVPJ68,IT,Espring,0.0
B01HXX8RVA,DE,Espring,0.0
B01HXX8RVA,ES,Espring,0.0
B01HXX8RVA,FR,Espring,0.0
B01HXX8RVA,IT,Espring,0.0
B01HXX8RVA,UK,Espring,-0.2705220642774328
B01HXX8RVA,US,Espring,-0.08172394419392916
B01HZDQ5Q2,DE,Espring,-0.3124793104265836
B01HZDQ5Q2,US,Espring,0.00023264807952650594
B01I1HQNFE,DE,Espring,0.35921060405354976
B01I9P24BK,DE,Espring,0.0
B01I9P24BK,ES,Espring,-0.08994674518013339
B01I9P24BK,FR,Espring,-0.2929180091756639
B01I9P24BK,IT,Espring,-0.008995044453057332
B01ICXZED4,DE,Espring,0.3783002947515067
B01ICXZED4,ES,Espring,-0.09350656865444568
B01ICXZED4,IT,Espring,0.0
B01IF16N8I,IT,Espring,-0.061003481655200247
B01IHT0V18,DE,Espring,-0.1337214616792281
B01IHT0V18,IT,Espring,0.1348399724926484
B01IRAN2R2,DE,Espring,0.027583574148071815
B01IRAN2R2,ES,Espring,0.10832992044020394
B01IRAN2R2,FR,Espring,-0.00938929329121033
B01IRAN2R2,IT,Espring,-0.16659858178404846
B01IRAN2R2,US,Espring,0.04429575761644679
B01J3WOZ4M,DE,Espring,-0.1794046033991263
B01J3WOZ4M,ES,Espring,0.0
B01J3WOZ4M,FR,Espring,0.0
B01J3WOZ4M,IT,Espring,0.0
B01J7YPHCU,DE,Espring,-0.4807044768601482
B01J7YPHCU,IT,Espring,-0.4131296153397762
B01JA6LPJE,DE,Espring,-0.6119285350548505
B01JA6LPJE,ES,Espring,-0.6536397258386505
B01JA6LPJE,FR,Espring,0.0694310245372842
B01JA6LPJE,IT,Espring,-0.13802154075065057
B01JA6LPJE,UK,Espring,0.0
B01JA6LPJE,US,Espring,-0.26163431910726237
B01JA9T2N2,DE,Espring,-0.07052020028765016
B01JA9T2N2,ES,Espring,-0.3032839133146889
B01JA9T2N2,FR,Espring,-0.5490028318951201
B01JA9T2N2,IT,Espring,0.0
B01JA9T2N2,UK,Espring,-0.20173488547755938
B01JA9T2N2,US,Espring,-0.2988635478272401
B01JAAUA0U,DE,Espring,-0.3439545004758299
B01JAAUA0U,ES,Espring,0.0
B01JAAUA0U,FR,Espring,-0.39224896664521264
B01JAAUA0U,IT,Espring,0.045480584625942774
B01JAAUA0U,US,Espring,0.046831520724003046
B01JIVXOUO,DE,Espring,0.041892944152111616
B01JIVXOUO,US,Espring,-0.22177543071738737
B01JP1QDKU,DE,Espring,-0.36947428931120857
B01JP1QDKU,ES,Espring,-0.2403342517047808
B01JP1QDKU,FR,Espring,-0.3747993240026806
B01JP1QDKU,IT,Espring,-0.11626268508882052
B01JP1QDKU,US,Espring,-0.509173466033614
B01JXX9960,DE,H&S,0.0
B01JXX9960,ES,H&S,0.0
B01JXX9960,FR,H&S,0.0
B01JXX9960,IT,H&S,0.0
B01JXX9960,UK,H&S,-0.031590657708430434
B01JXX9960,US,H&S,-0.5465185564626405
B01K0YPWEY,DE,H&S,0.0
B01K0YPWEY,ES,H&S,0.0
B01K0YPWEY,FR,H&S,0.0
B01K0YPWEY,IT,H&S,0.0
B01K0YPWEY,UK,H&S,-0.1077766109395736
B01K0YPWEY,US,H&S,-0.19302767852336467
B01K1135UO,DE,H&S,0.0
B01K1135UO,ES,H&S,0.08551840595797698
B01K1135UO,FR,H&S,0.0
B01K1135UO,IT,H&S,-0.013555243425731056
B01K1135UO,UK,H&S,0.001259783068838729
B01K1135UO,US,H&S,0.06713857470713791
B01K1ZD6HC,ES,Espring,0.026098336310718707
B01K1ZD6HC,FR,Espring,-0.15467205622243652
B01K1ZD6HC,IT,Espring,-0.5590971376635154
B01K4R2FWY,DE,Espring,0.11992491624275448
B01K4R2FWY,IT,Espring,0.002582448040161226
B01KHR1P68,ES,Espring,0.0
B01KHR1P68,FR,Espring,-0.10228217799279243
B01KHR1P68,IT,Espring,0.10899159659885771
B01KKAWI72,IT,Espring,-0.04479976315197748
B01LAUQ91M,DE,Espring,-0.5333616311457507
B01LAUQ91M,ES,Espring,0.4164192852037313
B01LAUQ91M,FR,Espring,-0.29601107576806207
B01LAUQ91M,IT,Espring,-0.2425139444159762
B01LAUQ91M,US,Espring,0.13493422890599535
B01LIQ82OA,DE,Tritart,-0.520499337501737
B01LIQ82OA,ES,Tritart,-0.09280675381296437
B01LIQ82OA,FR,Tritart,-0.3156653120807143
B01LIQ82OA,IT,Tritart,-0.17099103593306456
B01LIQ82OA,PL,Tritart,0.0
B01LMKPSGM,DE,H&S,0.0
B01LMKPSGM,ES,H&S,0.0
B01LMKPSGM,FR,H&S,0.0
B01LMKPSGM,IT,H&S,0.0
B01LMKPSGM,UK,H&S,0.4400297799416769
B01LMKPSGM,US,H&S,-0.21374667074402937
B01LNDMWQC,ES,Espring,-0.17652553399335516
B01LNDMWQC,FR,Espring,-0.21011322666037469
B01LNDMWQC,IT,Espring,0.07222543837043609
B01LPSMHS8,DE,Espring,0.3370682771697425
B01LPSMHS8,ES,Espring,0.0
B01LPSMHS8,FR,Espring,0.09869275424396534
B01LPSMHS8,IT,Espring,0.0
B01LQ4CZ3S,DE,Espring,-0.2874246316735334
B01LQ4CZ3S,ES,Espring,-0.04636432818619987
B01LQ4CZ3S,FR,Espring,-0.18948516651969297
B01LQ4CZ3S,IT,Espring,-0.27826051676238767
B01LW0UMHZ,UK,H&S,-0.15403094933531125
B01LW463CQ,ES,Espring,-0.1120778807893776
B01LW463CQ,FR,Espring,0.028022090113946546
B01LW463CQ,IT,Espring,-0.05374198687257942
B01LWJRCVJ,DE,Espring,-0.3610181287037357
B01LWJRCVJ,ES,Espring,-0.0407346267235261
B01LWJRCVJ,FR,Espring,0.15759931086473355
B01LWJRCVJ,IT,Espring,0.09649380965167578
B01LWJRCVJ,PL,Espring,0.22093741698091646
B01LWJRCVJ,UK,Espring,0.02976836951400307
B01LWJRCVJ,US,Espring,-0.19281478110603334
B01LXCW0VK,DE,Espring,0.6833854468980276
B01LXCW0VK,ES,Espring,0.0
B01LXDUAVI,ES,Espring,0.0
B01LXDUAVI,FR,Espring,-0.24268133584853774
B01LXDUAVI,IT,Espring,0.0
B01M15S063,DE,Espring,0.0
B01M15S063,ES,Espring,0.0
B01M15S063,FR,Espring,-0.8740100345056225
B01M15S063,IT,Espring,0.2158430568773989
B01M2Y5TFQ,DE,H&S,-0.061972968729729086
B01M2Y5TFQ,ES,H&S,0.15462181350317653
B01M2Y5TFQ,FR,H&S,-0.36309218870694526
B01M2Y5TFQ,IT,H&S,-0.2839926062929081
B01M2Y5TFQ,UK,H&S,0.28210098963937624
B01M2Y5TFQ,US,H&S,-0.06570002249915469
B01M2Z0O2H,UK,H&S,-0.01110996034113636
B01M717W8W,ES,Espring,0.0
B01M717W8W,FR,Espring,-0.41989110486518233
B01M7RJXEE,DE,H&S,-0.3243229549464583
B01M7RJXEE,ES,H&S,0.0
B01M7RJXEE,FR,H&S,0.0
B01M7RJXEE,IT,H&S,0.0
B01M7RJXEE,UK,H&S,-0.1839044180357297
B01M7RJXEE,US,H&S,-0.023080406922837145
B01M8GI87J,ES,Espring,-0.05320730480023882
B01M8GI87J,FR,Espring,-0.2909599788984114
B01M8GI87J,IT,Espring,0.8280786712108255
B01M8K6DZ2,DE,H&S,0.0
B01M8K6DZ2,ES,H&S,0.0
B01M8K6DZ2,FR,H&S,0.0
B01M8K6DZ2,IT,H&S,0.0
B01M8K6DZ2,UK,H&S,-0.18366460888792707
B01M8K6DZ2,US,H&S,-0.3612016819519608
B01MA1M403,ES,Espring,0.0
B01MA1M403,FR,Espring,0.4301023718936716
B01MCT751U,DE,H&S,0.050840736394036454
B01MCT751U,ES,H&S,0.06179408171896132
B01MCT751U,FR,H&S,0.0
B01MCT751U,IT,H&S,0.0
B01MCT751U,PL,H&S,-0.16491270668884103
B01MCT751U,UK,H&S,0.06093420436808124
B01MCT751U,US,H&S,0.0868647234858922
B01MCWLB30,ES,Espring,0.0
B01MFI35BI,DE,Espring,0.30519458717534087
B01MQIXA4C,IT,Espring,0.0
B01MQWUQZH,DE,Espring,0.14536878494127145
B01MQWUQZH,FR,Espring,0.23451284448918558
B01MQWUQZH,IT,Espring,0.0
B01MRE01HV,DE,Espring,-0.25356425985924996
B01MRITT0F,US,H&S,-0.24846151263486707
B01MRVUOAB,DE,H&S,-0.12019223713780985
B01MRVUOAB,ES,H&S,-0.12612032588674182
B01MRVUOAB,FR,H&S,0.1541765312771228
B01MRVUOAB,IT,H&S,0.3380114143740408
B01MRVUOAB,UK,H&S,0.11627982162286993
B01MRVUOAB,US,H&S,-0.2920109449159031
B01MSMAO37,DE,Espring,-0.35281176716890067
B01MSMAO37,ES,Espring,-0.2654375240103241
B01MSMAO37,FR,Espring,-0.026719645305911695
B01MSMAO37,IT,Espring,-0.040691258134804884
B01MSQQLCE,ES,Espring,0.0
B01MSQQLCE,FR,Espring,-0.2739558428590419
B01MSWBUX5,DE,H&S,0.04583492485141057
B01MSWBUX5,ES,H&S,0.3500513009893557
B01MSWBUX5,FR,H&S,0.0
B01MSWBUX5,IT,H&S,-0.12728916546811675
B01MSWBUX5,UK,H&S,-0.2939440882892546
B01MSWBUX5,US,H&S,-0.5769328629784983
B01MSWD3MC,DE,H&S,0.0
B01MSWD3MC,FR,H&S,0.0
B01MSWD3MC,IT,H&S,0.0
B01MSWD3MC,UK,H&S,0.4782878185927772
B01MSWD3MC,US,H&S,-0.4651798406261445
B01MUSUMUS,DE,Espring,-0.7121366764790663
B01MUSUMUS,ES,Espring,-0.3775999963963074
B01MUSUMUS,FR,Espring,-0.09293147609096628
B01MUSUMUS,IT,Espring,0.023202208171718364
B01MXVFWJM,DE,H&S,-0.046279255008480596
B01MXVFWJM,ES,H&S,0.0
B01MXVFWJM,FR,H&S,0.0
B01MXVFWJM,IT,H&S,0.0
B01MXVFWJM,UK,H&S,-0.05292589543550485
B01MXVFWJM,US,H&S,0.13676537190262025
B01MY6R11P,DE,H&S,-0.15041420939904662
B01MY6R11P,ES,H&S,-0.763989892312428
B01MY6R11P,FR,H&S,-0.469173544382098
B01MY6R11P,IT,H&S,0.008621010001864507
B01MY6R11P,UK,H&S,-0.33458460414414676
B01MY6R11P,US,H&S,-0.02743711585988444
B01N0M6HK5,IT,Espring,0.0
B01N1F59Q4,DE,Espring,-0.26880794984792294
B01N1F59Q4,IT,Espring,0.022308780084142124
B01N3SL15M,DE,Espring,0.12996881122750925
B01N3SL15M,IT,Espring,0.042149343102152216
B01N3UZDFH,DE,H&S,-0.14530451493968002
B01N3UZDFH,US,H&S,-0.08721746274004845
B01N5EAVIA,DE,Tritart,-0.05034282544270706
B01N5EAVIA,ES,Tritart,0.0
B01N5EAVIA,FR,Tritart,-0.11250987632168755
B01N5EAVIA,IT,Tritart,0.0
B01N6RJ6VB,UK,H&S,0.27717528199647035
B01N6RJ6VB,US,H&S,-0.04302070953693534
B01N7RK458,IT,Espring,0.0
B01N8XWTUI,DE,H&S,-0.5191960192159482
B01N8XWTUI,ES,H&S,0.0
